Title,Author,Year,Source
Le Rêve,Émile Zola,1888,Wikidata
L'Île mystérieuse,Jules Verne,1888,Wikidata
L'Abbé Jules,Octave Mirbeau,1888,Wikidata
Le Jardin des supplices,Octave Mirbeau,1888,Wikidata
Madame Chrysanthème,Pierre Loti,1888,Wikidata
Conscience,Hector Malot,1888,Wikidata
Clair de lune,Guy de Maupassant,1888,Wikidata
La nouvelle Carthage,Georges Eekhoud,1888,Wikidata
L'immortel,Alphonse Daudet,1888,Wikidata
Famille sans nom,Jules Verne,1889,CIDRE
L’Auberge des saules,Lesueur,1889,CIDRE
Sans dessus dessous,Jules Verne,1889,CIDRE
La Pêcheuse d’âmes,Leopold von Sacher-Masoch,1889,Wikidata
Le disciple,Paul Bourget,1889,Wikidata
Famille-sans-nom,Jules Verne,1889,Wikidata
La Journée d'un journaliste américain en 2889,Michel Verne,1889,Wikidata
17. La bête humaine.,Émile Zola,1890,CIDRE
César Cascabel,Jules Verne,1890,CIDRE
Le passé,Henry Gréville,1890,CIDRE
Névrosée,Lesueur,1890,CIDRE
Une vie tragique,Lesueur,1890,CIDRE
Les Cahiers et les Poésies d'André Walter : avec des fragments inédits du Journal,André Gide,1890,Wikidata
Sébastien Roch,Octave Mirbeau,1890,Wikidata
Thaïs,Anatole France,1890,Wikidata
Qui sait ?,Guy de Maupassant,1890,Wikidata
Sixtine,Remy de Gourmont,1890,Wikidata
Contes rapides,François Coppée,1890,Wikidata
Port-Tarascon,Alphonse Daudet,1890,Wikidata
Biribi,Georges Darien,1890,Wikidata
18. L'argent.,Émile Zola,1891,CIDRE
Mistress Branican,Jules Verne,1891,CIDRE
Péril,Henry Gréville,1891,CIDRE
Le Moulin du Frau,Eugène Le Roy,1891,Wikidata
À Lesbos,Jehan de Kellec,1891,Wikidata
L'Argent,Émile Zola,1891,Wikidata
Le Traité du narcisse,André Gide,1891,Wikidata
La Chanson des vieux époux,Pierre Loti,1891,Wikidata
Anie,Hector Malot,1891,Wikidata
Là-bas,Joris-Karl Huysmans,1891,Wikidata
Le Règne du silence,Georges Rodenbach,1891,Wikidata
Les Pharisiens,Georges Darien,1891,Wikidata
19. La débâcle.,Émile Zola,1892,CIDRE
Chénerol,Henry Gréville,1892,CIDRE
Claudius Bombarnac,Jules Verne,1892,CIDRE
Le Château des Carpathes,Jules Verne,1892,CIDRE
Passion slave,Lesueur,1892,CIDRE
La Faustin,Edmond de Goncourt,1892,Wikidata
La Débâcle,Émile Zola,1892,Wikidata
L'Étui de nacre,Anatole France,1892,Wikidata
Bruges-la-Morte,Georges Rodenbach,1892,Wikidata
Poésies,Catulle Mendès,1892,Wikidata
20. Le docteur Pascal.,Émile Zola,1893,CIDRE
Justice de femme,Lesueur,1893,CIDRE
P’tit Bonhomme,Jules Verne,1893,CIDRE
En famille,Hector Malot,1893,Wikidata
Le Docteur Pascal,Émile Zola,1893,Wikidata
P'tit-Bonhomme,Jules Verne,1893,Wikidata
Sueur de sang,Léon Bloy,1893,Wikidata
Le Chevalier Des Touches,Jules Barbey d’Aurevilly,1893,Wikidata
La Rôtisserie de la reine Pédauque,Anatole France,1893,Wikidata
Le Procurateur de Judée,Anatole France,1893,Wikidata
1. Lourdes.,Émile Zola,1894,CIDRE
Haine d’amour,Lesueur,1894,CIDRE
Mirifiques Aventures de maître Antifer,Jules Verne,1894,CIDRE
Mémoire pour un avocat,Octave Mirbeau,1894,Wikidata
Lucien Leuwen,Stendhal,1894,Wikidata
Histoires désobligeantes,Léon Bloy,1894,Wikidata
Les Deux Orphelines,Adolphe d'Ennery,1894,Wikidata
Profanation,Pierre Loti,1894,Wikidata
Le Livre de Monelle,Marcel Schwob,1894,Wikidata
Le Lys rouge,Anatole France,1894,Wikidata
La Frontière,Jules Claretie,1894,Wikidata
Domnine,Paul Arène,1894,Wikidata
À force d’aimer,Lesueur,1895,CIDRE
L’Île à hélice,Jules Verne,1895,CIDRE
Un duel à vapeur,Camille Debans,1895,Wikidata
Les Souvenirs d'un pauvre diable,Octave Mirbeau,1895,Wikidata
Paludes,André Gide,1895,Wikidata
Le Plaidoyer d'un fou,August Strindberg,1895,Wikidata
Danaë ou Le malheur,Pierre Louÿs,1895,Wikidata
Pour la patrie,Jules-Paul Tardivel,1895,Wikidata
2. Rome.,Émile Zola,1896,CIDRE
Clovis Dardentor,Jules Verne,1896,CIDRE
Face au drapeau,Jules Verne,1896,CIDRE
Messe de Minuit,Pierre Loti,1896,Wikidata
L'indifferent,Marcel Proust,1896,Wikidata
Vies imaginaires,Marcel Schwob,1896,Wikidata
Aphrodite,Pierre Louÿs,1896,Wikidata
Invincible Charme,Lesueur,1897,CIDRE
Le Sphinx des glaces,Jules Verne,1897,CIDRE
Les Nourritures terrestres,André Gide,1897,Wikidata
Les Déracinés,Maurice Barrès,1897,Wikidata
Histoire contemporaine,Anatole France,1897,Wikidata
L'Orme du mail : Histoire contemporaine,Anatole France,1897,Wikidata
Le Mannequin d'osier,Anatole France,1897,Wikidata
"L'Orient vierge, roman épique de l'an 2000",Camille Mauclair,1897,Wikidata
Le Voleur,Georges Darien,1897,Wikidata
3. Paris.,Émile Zola,1898,CIDRE
Comédienne,Lesueur,1898,CIDRE
Le Superbe Orénoque,Jules Verne,1898,CIDRE
Lèvres closes,Lesueur,1898,CIDRE
Inferno,August Strindberg,1898,Wikidata
Le Parfum des îles Borromées,René Boylesve,1898,Wikidata
Les Boulingrin,Georges Courteline,1898,Wikidata
Rapport sur les prix de vertu,Pierre Loti,1898,Wikidata
Byblis ou l’Enchantement des larmes,Pierre Louÿs,1898,Wikidata
La Femme et le Pantin,Pierre Louÿs,1898,Wikidata
La Cathédrale,Joris-Karl Huysmans,1898,Wikidata
Le Miroir du ciel natal,Georges Rodenbach,1898,Wikidata
1. Fécondité.,Émile Zola,1899,CIDRE
Le Testament d’un excentrique,Jules Verne,1899,CIDRE
Jacquou le Croquant,Eugène Le Roy,1899,Wikidata
Madame Chrysanthème,Pierre Loti,1899,Wikidata
Mademoiselle Cloque,René Boylesve,1899,Wikidata
Le Prométhée mal enchaîné,André Gide,1899,Wikidata
L'Anneau d'améthyste,Anatole France,1899,Wikidata
L'Amour absolu,Alfred Jarry,1899,Wikidata
Le Songe d'une Femme,Remy de Gourmont,1899,Wikidata
Escal-Vigor,Georges Eekhoud,1899,Wikidata
Le Village aérien,Jules Verne,1900,CIDRE
Lointaine Revanche (I) – L’Or sanglant,Lesueur,1900,CIDRE
Lointaine Revanche (II) – La Fleur de Joie,Lesueur,1900,CIDRE
Seconde Patrie,Jules Verne,1900,CIDRE
Le Roman de Tristan et Iseut,Joseph Bédier,1900,Wikidata
Le Journal d'une femme de chambre,Octave Mirbeau,1900,Wikidata
L'Appel au soldat,Maurice Barrès,1900,Wikidata
